Time_ini_ms,Time_fin_ms,sdnn,rmsdd,pnn50
1764939599.2175035,1764939601.8975034,0.1401884446022568,0.14761097520171068,0.0
1764939599.5315034,1764939602.4835036,0.06570235916616707,0.11483901775964499,0.0
1764939600.0475035,1764939603.1435034,0.05625655517359746,0.10137060717979372,0.0
1764939600.6975036,1764939603.7575035,0.053769880044500874,0.08784076502399116,0.0
1764939601.2335036,1764939604.4195035,0.03645270908999768,0.06515366451704771,0.0
1764939601.8975034,1764939604.9755034,0.04723134552392107,0.07457211275000881,0.0
1764939602.4835036,1764939605.6435034,0.048633321909982936,0.08582540416450173,0.0
1764939603.1435034,1764939606.2635036,0.04592602747897997,0.08582540416450173,0.0
1764939603.7575035,1764939606.8415034,0.050695167422546414,0.08500000000000038,0.0
1764939604.4195035,1764939607.4355035,0.04394086935871903,0.06625707509391003,0.0
1764939604.9755034,1764939608.1095035,0.04312771730569516,0.051594573358057075,0.0
1764939605.6435034,1764939608.7695036,0.04128922377570154,0.046065171225123255,0.0
1764939606.2635036,1764939609.3775034,0.042128375235700205,0.04865182422067994,0.0
1764939606.8415034,1764939609.9335034,0.04807078114613844,0.05395368384086405,0.0
1764939607.4355035,1764939610.5855036,0.04794997393117055,0.06077828559609009,0.0
1764939608.1095035,1764939611.1355035,0.052161288327647375,0.07976214641043619,0.0
1764939608.7695036,1764939611.7315035,0.04196188746946399,0.0787972080723667,0.0
1764939609.3775034,1764939612.3395035,0.04196188746946399,0.07489325737341031,0.0
1764939609.9335034,1764939612.9375036,0.03695943722515236,0.05762811813689525,0.0
1764939610.5855036,1764939613.5975034,0.03910498689425662,0.03894868418830035,0.0
1764939611.1355035,1764939614.1975036,0.02620686932847921,0.0422137418384103,0.0
1764939611.7315035,1764939614.7475035,0.0383249266144107,0.04880573736764896,0.0
1764939612.3395035,1764939615.3515034,0.03827270567911244,0.05515432893254956,0.0
1764939612.9375036,1764939616.0035036,0.044167861619055046,0.05260228131934939,0.0
1764939613.5975034,1764939616.5975034,0.03629325006113412,0.05316013544000849,0.0
1764939614.1975036,1764939617.2075036,0.03662239751845892,0.04777028364998592,0.0
1764939614.7475035,1764939617.7595034,0.03592770518694526,0.04946716082412924,0.0
