time,SI
1742052879.0297909,0.7027027027027027
1742052880.0557907,0.6936936936936937
1742052881.0797908,0.6936936936936937
1742052882.1017907,0.6936936936936937
1742052883.1277907,0.6936936936936937
1742052884.1517909,0.6936936936936937
1742052885.1757908,0.6846846846846847
1742052886.1977909,0.6936936936936937
1742052887.223791,0.6936936936936937
1742052888.2477908,0.6936936936936937
1742052889.2697906,0.7027027027027027
1742052890.2957907,0.7027027027027027
1742052891.3197908,0.7027027027027027
1742052892.3437908,0.7117117117117117
1742052893.3677907,0.7207207207207207
1742052894.3917909,0.7297297297297297
1742052895.4157908,0.7297297297297297
1742052896.4377909,0.7387387387387387
1742052897.4637907,0.7387387387387387
1742052898.4877908,0.7387387387387387
1742052899.5097907,0.7387387387387387
1742052900.5357907,0.7387387387387387
1742052901.5597908,0.7387387387387387
1742052902.5837908,0.7297297297297297
1742052903.6057909,0.7297297297297297
1742052904.6317909,0.7297297297297297
1742052905.6557908,0.7207207207207207
1742052906.6777909,0.7207207207207207
1742052907.7037907,0.7117117117117117
1742052908.7277908,0.7027027027027027
1742052909.7497907,0.7027027027027027
1742052910.7757907,0.7027027027027027
1742052911.7997909,0.7027027027027027
1742052912.8237908,0.6936936936936937
1742052913.8457909,0.6936936936936937
1742052914.871791,0.6936936936936937
1742052915.8957908,0.6936936936936937
1742052916.9177907,0.6936936936936937
1742052917.9437907,0.6936936936936937
1742052918.9677908,0.6936936936936937
1742052919.9917908,0.6936936936936937
1742052921.0157907,0.7027027027027027
1742052922.0397909,0.7027027027027027
1742052923.0637908,0.7027027027027027
1742052924.0857909,0.7027027027027027
1742052925.1117907,0.7027027027027027
1742052926.1357908,0.7027027027027027
1742052927.1577907,0.7027027027027027
1742052928.1837907,0.7117117117117117
1742052929.2077909,0.7117117117117117
1742052930.2317908,0.7117117117117117
1742052931.2537909,0.7117117117117117
1742052932.2797909,0.7117117117117117
1742052933.3037908,0.7117117117117117
1742052934.325791,0.7207207207207207
1742052935.3517907,0.7207207207207207
1742052936.3757908,0.7297297297297297
