Time_ini_ms,Time_fin_ms,sdnn,rmsdd,pnn50
1742052877.0097907,1742052880.6537907,0.26771253239248993,0.4049246843550043,0.0
1742052877.3137908,1742052881.4197907,0.12833549781724451,0.16229294500994162,0.0
1742052878.3617907,1742052882.223791,0.02892749557082301,0.03818376618407328,0.0
1742052879.0897908,1742052882.9777908,0.020707486568871235,0.034249087579086686,0.0
1742052879.8817909,1742052883.7197907,0.02373183515870576,0.033421549934136076,0.0
1742052880.6537907,1742052884.4637907,0.025791471458603988,0.0331813200460734,0.0
1742052881.4197907,1742052885.2177908,0.025868900247207744,0.027147743920995854,0.0
1742052882.223791,1742052885.9537907,0.008197560612767708,0.012688577540449383,0.0
1742052882.9777908,1742052886.6937907,0.0072663608498337905,0.01204159457879204,0.0
1742052883.7197907,1742052887.3397908,0.04464526850630411,0.04948737212663446,0.0
1742052884.4637907,1742052888.0997908,0.04723134552392073,0.07600657866263932,0.0
1742052885.2177908,1742052888.7937908,0.04630334761116081,0.08266196223173009,0.0
1742052885.9537907,1742052889.5497909,0.049606451193367936,0.08858893836140025,0.0
1742052886.6937907,1742052890.3137908,0.05286965102967865,0.07451845409024511,0.0
1742052887.3397908,1742052890.9477909,0.05664980141183258,0.07927799190191506,0.0
1742052888.0997908,1742052891.7037907,0.05566686626710808,0.09342911751697268,0.0
1742052888.7937908,1742052892.4317908,0.05349018601575522,0.0887355622059178,0.0
1742052889.5497909,1742052893.1597908,0.05102156406853964,0.08869047299456863,0.0
1742052890.3137908,1742052893.8937907,0.04672472578838821,0.061530480251662065,0.0
1742052890.9477909,1742052894.6437907,0.012409673645991494,0.015329709716756838,0.0
1742052891.7037907,1742052895.4577909,0.0367967389859483,0.03398529093593247,0.0
1742052892.4317908,1742052896.1537907,0.04426285124119354,0.06894925670375304,0.0
1742052893.1597908,1742052896.9757907,0.054560058650995114,0.09398936110007373,0.0
1742052893.8937907,1742052897.7677908,0.05299811317396145,0.0950841732361384,0.0
1742052894.6437907,1742052898.5357907,0.05131081757290613,0.08984987479123203,0.0
1742052895.4577909,1742052899.2777908,0.048797540921649056,0.06833008122342564,0.0
1742052896.1537907,1742052899.9477909,0.05763679380395882,0.04240283009422922,0.0
1742052896.9757907,1742052900.7557907,0.05349018601575541,0.07852388171760434,0.0
1742052897.7677908,1742052901.5337908,0.05151698748956565,0.07918333157931834,0.0
1742052898.5357907,1742052902.2637908,0.051369251503210436,0.08125884567233481,0.0
1742052899.2777908,1742052903.1277907,0.07312455128067469,0.09866103587536496,0.0
1742052899.9477909,1742052903.8917909,0.04970714234393183,0.08666602563865289,0.0
1742052900.7557907,1742052904.6777909,0.04863332190998159,0.08594184079945916,0.0
1742052901.5337908,1742052905.3817909,0.06050785073029679,0.09196194865268749,0.0
1742052902.2637908,1742052906.2737908,0.07534719636456223,0.11291589790636065,0.0
1742052903.1277907,1742052907.0477908,0.06732904276759019,0.11710251918724923,0.0
1742052903.8917909,1742052907.8337908,0.06649210479447931,0.11678184790454439,0.0
1742052904.6777909,1742052908.5637908,0.07134984232638508,0.11299115009592682,0.0
1742052905.3817909,1742052909.3857908,0.0598564950527509,0.07837729262994544,0.0
1742052906.2737908,1742052910.1237907,0.036513011379505904,0.0667832314282545,0.0
1742052907.0477908,1742052910.8937907,0.03641428291206534,0.06826419266350252,0.0
1742052907.8337908,1742052911.6537907,0.035344023540054274,0.06282515419797827,0.0
1742052908.5637908,1742052912.4937909,0.042298936156834936,0.05867708240872264,0.0
1742052909.3857908,1742052913.2557907,0.0379631400176546,0.0566215506675697,0.0
1742052910.1237907,1742052914.0317907,0.03266190441477712,0.05492722457943918,0.0
1742052910.8937907,1742052914.8037908,0.032483842137284565,0.054817880294664195,0.0
1742052911.6537907,1742052915.5717907,0.0313815232262552,0.038535697735995654,0.0
1742052912.4937909,1742052916.3437908,0.004381780460041332,0.006480740698407558,0.0
1742052913.2557907,1742052917.0517907,0.02803569153775318,0.03109662361093113,0.0
1742052914.0317907,1742052917.8837907,0.04314162722939657,0.06843975452907725,0.0
1742052914.8037908,1742052918.6397908,0.04352930047680769,0.07779460135511036,0.0
1742052915.5717907,1742052919.4017909,0.043602752206715285,0.07781388050984567,0.0
1742052916.3437908,1742052920.1537907,0.04380867494001864,0.07148426400265023,0.0
1742052917.0517907,1742052920.9057908,0.033982348359113575,0.0372827037646168,0.0
1742052917.8837907,1742052921.6677907,0.005099019513589959,0.007549834435266801,0.0
1742052918.6397908,1742052922.4317908,0.00576194411635309,0.007280109889276727,0.0
1742052919.4017909,1742052923.1797907,0.006723094525585552,0.009273618495492096,0.0
1742052920.1537907,1742052923.9517908,0.009208691546573897,0.014352700094401597,0.0
1742052920.9057908,1742052924.7157907,0.008074651695271648,0.013379088160254229,0.0
1742052921.6677907,1742052925.4817908,0.00817312669667849,0.013379088160254229,0.0
1742052922.4317908,1742052926.223791,0.011949895397031405,0.015842979517753143,0.0
1742052923.1797907,1742052926.9597907,0.01578606980853674,0.012083045973595519,0.0
1742052923.9517908,1742052927.7017908,0.014184498581199924,0.012083045973595519,0.0
1742052924.7157907,1742052928.4317908,0.01319090595827315,0.013076696830621157,0.0
1742052925.4817908,1742052929.1617908,0.0055856960175053715,0.007071067811859547,0.0
1742052926.223791,1742052929.9037907,0.00501996015920337,0.00768114574786597,0.0
1742052926.9597907,1742052930.6417909,0.005176871642216967,0.0071414284285416275,0.0
1742052927.7017908,1742052931.3757908,0.00469041575982386,0.005916079783102042,0.0
1742052928.4317908,1742052932.1437907,0.014463747785411577,0.018000000000000287,0.0
1742052929.1617908,1742052932.8677907,0.015811388300840324,0.02720294101746848,0.0
1742052929.9037907,1742052933.6017907,0.01621110730332611,0.02747726332806542,0.0
1742052930.6417909,1742052934.2837908,0.03001999333777254,0.03702701716314423,0.0
1742052931.3757908,1742052935.0897908,0.045943443493057054,0.06930367955599007,0.0
1742052932.1437907,1742052935.8397908,0.04434861891874141,0.07135124385740822,0.0
1742052932.8677907,1742052936.5877907,0.043648596770111486,0.07126710321038275,0.0
1742052933.6017907,1742052937.3377907,0.04327585932133277,0.06676825593049,0.0
1742052934.2837908,1742052938.1037908,0.02402498699270988,0.02803569153775014,0.0
1742052935.0897908,1742052938.8617907,0.007266360849833766,0.008124038404638018,0.0
1742052935.8397908,1742052939.6117907,0.007563068160474617,0.009327379053088407,0.0
1742052936.5877907,1742052940.3757908,0.0075630681604737715,0.012124355652979086,0.0
1742052937.3377907,1742052941.1397908,0.006723094525586715,0.00994987437106122,0.0
1742052938.1037908,1742052941.9177907,0.010862780491201063,0.0124096736459877,0.0
1742052938.8617907,1742052942.6417909,0.021194338866785366,0.030215889859481086,0.0
1742052939.6117907,1742052943.3817909,0.02211786608152277,0.03049590136395986,0.0
1742052940.3757908,1742052944.1157908,0.02282980508020575,0.030740852297884584,0.0
1742052941.1397908,1742052944.8357909,0.02355419283270051,0.030282007859457248,0.0
1742052941.9177907,1742052945.5477908,0.011541230437002012,0.012569805089976635,0.0
1742052942.6417909,1742052946.2017908,0.033958798565321545,0.02934280150224111,0.0
1742052943.3817909,1742052946.9757907,0.042647391479436365,0.06577233460962507,0.0
