time,SI
1764938875.4654183,0.751937984496124
1764938876.4894183,0.751937984496124
1764938877.5134184,0.7441860465116279
1764938878.5374184,0.7441860465116279
1764938879.5614183,0.751937984496124
1764938880.5854185,0.751937984496124
1764938881.6094184,0.751937984496124
1764938882.6334183,0.751937984496124
1764938883.6574183,0.7441860465116279
1764938884.6814184,0.7441860465116279
1764938885.7054183,0.7364341085271318
1764938886.7294183,0.7441860465116279
1764938887.7534184,0.7441860465116279
1764938888.7774184,0.7596899224806202
1764938889.8014183,0.7674418604651163
1764938890.8254185,0.7674418604651163
1764938891.8494184,0.7674418604651163
1764938892.8734183,0.7751937984496124
1764938893.8974183,0.7829457364341085
1764938894.9214184,0.7829457364341085
1764938895.9454184,0.7829457364341085
1764938896.9694183,0.7829457364341085
1764938897.9934185,0.7984496124031008
1764938899.0174184,0.8062015503875969
1764938900.0414183,0.8062015503875969
1764938901.0654182,0.813953488372093
1764938902.0894184,0.8062015503875969
1764938903.1134183,0.8062015503875969
1764938904.1374183,0.7829457364341085
1764938905.1614184,0.751937984496124
1764938906.1854184,0.7441860465116279
1764938907.2094183,0.7441860465116279
1764938908.2334185,0.7364341085271318
1764938909.2574184,0.7441860465116279
1764938910.2814183,0.7674418604651163
1764938911.3054183,0.7829457364341085
1764938912.3294184,0.7829457364341085
1764938913.3534184,0.7674418604651163
1764938914.3774183,0.7596899224806202
1764938915.4014184,0.751937984496124
1764938916.4254184,0.7286821705426356
1764938917.4494183,0.7131782945736435
1764938918.4734185,0.7131782945736435
1764938919.4974184,0.7054263565891473
1764938920.5214183,0.7286821705426356
1764938921.5454183,0.7596899224806202
1764938922.5694184,0.7596899224806202
1764938923.5934184,0.7829457364341085
1764938924.6174183,0.7984496124031008
1764938925.6414185,0.7984496124031008
1764938926.6654184,0.7984496124031008
1764938927.6894183,0.7906976744186046
1764938928.7134182,0.7829457364341085
1764938929.7374184,0.7829457364341085
1764938930.7614183,0.7984496124031008
1764938931.7854183,0.8217054263565892
1764938932.8094184,0.8372093023255814
1764938933.8334184,0.8372093023255814
1764938934.8574183,0.8527131782945736
1764938935.8814185,0.8527131782945736
1764938936.9054184,0.8527131782945736
1764938937.9294183,0.8527131782945736
1764938938.9534183,0.8449612403100775
1764938939.9774184,0.8372093023255814
1764938941.0014184,0.8294573643410853
1764938942.0254183,0.8294573643410853
1764938943.0494184,0.8217054263565892
1764938944.0734184,0.813953488372093
1764938945.0974183,0.813953488372093
1764938946.1214185,0.813953488372093
1764938947.1454184,0.813953488372093
1764938948.1694183,0.8217054263565892
1764938949.1934183,0.8217054263565892
1764938950.2174184,0.8217054263565892
1764938951.2414184,0.8294573643410853
1764938952.2654183,0.8294573643410853
1764938953.2894185,0.8294573643410853
1764938954.3134184,0.8449612403100775
1764938955.3374183,0.8527131782945736
1764938956.3614182,0.8527131782945736
1764938957.3854184,0.875968992248062
1764938958.4094183,0.8682170542635659
1764938959.4334183,0.8449612403100775
1764938960.4574184,0.8449612403100775
1764938961.4814184,0.8294573643410853
1764938962.5054183,0.813953488372093
1764938963.5294185,0.8062015503875969
1764938964.5534184,0.8062015503875969
1764938965.5774183,0.8217054263565892
1764938966.6014183,0.8372093023255814
1764938967.6254184,0.8604651162790697
1764938968.6494184,0.8604651162790697
1764938969.6734183,0.8682170542635659
1764938970.6974185,0.8604651162790697
1764938971.7214184,0.8604651162790697
1764938972.7454183,0.8294573643410853
1764938973.7694185,0.7906976744186046
1764938974.7934184,0.7596899224806202
1764938975.8174183,0.7596899224806202
1764938976.8414183,0.7441860465116279
1764938977.8654184,0.7286821705426356
1764938978.8894184,0.7364341085271318
1764938979.9134183,0.7364341085271318
1764938980.9374185,0.7674418604651163
1764938981.9614184,0.7596899224806202
